Series,Episode,AirDate,Chaser,P1,P2,P3,P4,NPlayers,PTotal,playerScore,chaserScore,playerWin,remainingTime
8,97,2015-03-04,Shaun Wallace,3000.0,40000.0,0.0,0.0,2.0,43000.0,11,10,True,0.0
8,98,2015-03-05,Paul Sinha,8000.0,8000.0,0.0,0.0,2.0,16000.0,20,19,True,0.0
8,99,2015-03-06,Mark Labbett,0.0,0.0,0.0,0.0,0.0,0.0,16,16,False,29.0
8,100,2015-03-09,Mark Labbett,5000.0,7000.0,5000.0,0.0,3.0,17000.0,19,19,False,38.0
8,101,2015-03-10,Anne Hegerty,0.0,0.0,1000.0,8000.0,2.0,9000.0,19,18,True,0.0
8,102,2015-03-11,Shaun Wallace,0.0,0.0,9000.0,0.0,1.0,9000.0,12,12,False,19.0
8,103,2015-03-12,Paul Sinha,25000.0,30000.0,0.0,-5000.0,2.0,50000.0,17,17,False,31.0
8,104,2015-03-13,Mark Labbett,0.0,0.0,5000.0,0.0,1.0,5000.0,15,15,False,34.0
8,105,2015-03-16,Paul Sinha,0.0,4000.0,0.0,3000.0,2.0,7000.0,21,19,True,0.0
8,106,2015-03-17,Mark Labbett,5000.0,4000.0,31000.0,6000.0,4.0,46000.0,16,16,False,24.0
8,107,2015-03-18,Anne Hegerty,0.0,7000.0,3000.0,0.0,2.0,10000.0,13,13,False,40.0
8,108,2015-03-19,Shaun Wallace,0.0,7000.0,5000.0,3000.0,3.0,15000.0,19,16,True,0.0
8,109,2015-03-20,Anne Hegerty,6000.0,0.0,0.0,5.0,2.0,6005.0,9,9,False,43.0
8,110,2015-03-23,Anne Hegerty,2000.0,6000.0,6000.0,7000.0,4.0,21000.0,20,10,True,0.0
8,111,2015-03-24,Mark Labbett,1.0,5000.0,0.0,0.0,2.0,5001.0,14,14,False,38.0
8,112,2015-03-25,Paul Sinha,8000.0,1000.0,0.0,5000.0,3.0,14000.0,17,13,True,0.0
8,113,2015-03-26,Mark Labbett,20000.0,40000.0,6000.0,5000.0,4.0,71000.0,18,18,False,40.0
8,114,2015-03-27,Shaun Wallace,300.0,0.0,2000.0,4000.0,3.0,6300.0,12,12,False,28.0
8,115,2015-03-30,Mark Labbett,0.0,6000.0,0.0,9000.0,2.0,15000.0,13,13,False,4.0
8,116,2015-03-31,Paul Sinha,5000.0,0.0,0.0,1000.0,2.0,6000.0,15,13,True,0.0
8,117,2015-04-01,Anne Hegerty,0.0,5000.0,4000.0,5000.0,3.0,14000.0,10,10,False,56.0
8,118,2015-04-02,Shaun Wallace,6000.0,8000.0,-1000.0,4000.0,3.0,17000.0,17,15,True,0.0
8,119,2015-04-03,Paul Sinha,6000.0,0.0,300.0,0.0,2.0,6300.0,13,13,False,27.0
8,120,2015-04-06,Anne Hegerty,7000.0,0.0,4000.0,0.0,2.0,11000.0,14,14,False,10.0
8,121,2015-04-07,Mark Labbett,4000.0,7000.0,0.0,0.0,2.0,11000.0,18,18,False,21.0
8,122,2015-04-08,Paul Sinha,3000.0,6000.0,4000.0,3000.0,4.0,16000.0,20,16,True,0.0
8,123,2015-04-09,Mark Labbett,7000.0,3000.0,5000.0,5000.0,4.0,20000.0,18,18,False,6.0
8,124,2015-04-10,Shaun Wallace,0.0,0.0,0.0,50000.0,1.0,50000.0,9,9,False,73.0
8,125,2015-04-13,Mark Labbett,0.0,6000.0,8000.0,0.0,2.0,14000.0,18,18,False,25.0
8,126,2015-04-14,Anne Hegerty,0.0,8000.0,3000.0,6000.0,3.0,17000.0,19,17,True,0.0
8,127,2015-04-15,Shaun Wallace,0.0,4000.0,0.0,0.0,1.0,4000.0,6,6,False,48.0
8,128,2015-04-16,Anne Hegerty,4000.0,8000.0,-1000.0,8000.0,3.0,19000.0,20,20,False,14.0
8,129,2015-04-17,Paul Sinha,6000.0,7000.0,0.0,6000.0,3.0,19000.0,16,16,False,7.0
8,130,2015-06-01,Shaun Wallace,5000.0,7000.0,0.0,0.0,2.0,12000.0,16,14,True,0.0
8,131,2014-11-19,Mark Labbett,4000.0,5000.0,1000.0,0.0,3.0,10000.0,14,14,False,26.0
8,132,2015-06-03,Paul Sinha,5000.0,3000.0,4000.0,48000.0,4.0,60000.0,22,12,True,0.0
8,133,2015-06-04,Anne Hegerty,6000.0,6000.0,0.0,0.0,2.0,12000.0,13,13,False,48.0
8,134,2015-06-05,Paul Sinha,4000.0,6000.0,0.0,-1000.0,2.0,9000.0,16,16,False,23.0
8,135,2015-06-08,Anne Hegerty,3000.0,5000.0,5000.0,0.0,3.0,13000.0,17,17,False,32.0
8,136,2015-06-09,Shaun Wallace,0.0,0.0,3000.0,67000.0,2.0,70000.0,13,13,False,22.0
8,137,2015-06-10,Paul Sinha,0.0,8000.0,2000.0,4000.0,3.0,14000.0,18,18,False,3.0
8,138,2015-06-11,Anne Hegerty,3000.0,38000.0,4000.0,0.0,3.0,45000.0,20,18,True,0.0
8,139,2015-06-12,Mark Labbett,0.0,6000.0,0.0,0.0,1.0,6000.0,13,13,False,10.0
8,140,2015-06-15,Paul Sinha,30000.0,6000.0,-6000.0,0.0,2.0,30000.0,13,13,False,29.0
8,141,2015-06-16,Mark Labbett,7000.0,0.0,0.0,1000.0,2.0,8000.0,18,18,False,2.0
8,142,2015-06-17,Shaun Wallace,7000.0,6000.0,0.0,77000.0,3.0,90000.0,20,14,True,0.0
8,143,2015-06-18,Mark Labbett,4000.0,0.0,4000.0,7000.0,3.0,15000.0,15,15,False,29.0
8,144,2015-06-19,Paul Sinha,6000.0,0.0,6000.0,0.0,2.0,12000.0,14,14,False,36.0
8,145,2015-07-03,Anne Hegerty,0.0,8000.0,1000.0,0.0,2.0,9000.0,15,15,False,41.0
11,1,2017-04-25,Paul Sinha,8000.0,7000.0,0.0,0.0,2.0,15000.0,20,20,False,16.0
11,2,2017-04-26,Jenny Ryan,7000.0,6000.0,3000.0,7000.0,4.0,23000.0,19,16,True,0.0
11,3,2017-04-27,Shaun Wallace,5000.0,34000.0,5000.0,0.0,3.0,44000.0,16,16,False,1.0
11,4,2017-04-28,Mark Labbett,7000.0,6000.0,0.0,0.0,2.0,13000.0,11,11,False,62.0
11,5,2017-05-29,Mark Labbett,0.0,0.0,0.0,0.0,0.0,0.0,13,13,False,63.0
11,6,2017-05-30,Paul Sinha,0.0,4000.0,1000.0,5000.0,3.0,10000.0,20,18,True,0.0
11,7,2017-05-31,Jenny Ryan,6000.0,0.0,2000.0,3000.0,3.0,11000.0,17,17,False,32.0
11,8,2017-06-01,Anne Hegerty,0.0,6000.0,4000.0,0.0,2.0,10000.0,17,17,False,41.0
11,9,2017-06-02,Shaun Wallace,3000.0,0.0,0.0,1000.0,2.0,4000.0,10,10,False,25.0
11,10,2017-06-05,Jenny Ryan,7000.0,0.0,7000.0,5000.0,3.0,19000.0,19,19,False,6.0
11,11,2017-06-06,Shaun Wallace,6000.0,0.0,3000.0,4000.0,3.0,13000.0,15,15,False,34.0
11,12,2017-06-07,Mark Labbett,5000.0,7000.0,3000.0,2000.0,4.0,17000.0,14,14,False,50.0
11,13,2017-06-08,Anne Hegerty,0.0,7000.0,3000.0,4000.0,3.0,14000.0,16,14,True,0.0
11,14,2017-06-09,Paul Sinha,0.0,4000.0,3000.0,53000.0,3.0,60000.0,18,18,False,10.0
11,15,2017-06-12,Shaun Wallace,5000.0,30000.0,6000.0,4000.0,4.0,45000.0,16,10,True,0.0
11,16,2017-06-13,Anne Hegerty,0.0,6000.0,0.0,5000.0,2.0,11000.0,19,19,False,27.0
11,17,2017-09-12,Mark Labbett,7000.0,0.0,6000.0,0.0,2.0,13000.0,15,15,False,40.0
11,18,2017-06-15,Paul Sinha,1000.0,0.0,4000.0,7000.0,3.0,12000.0,18,18,False,20.0
11,19,2017-06-16,Jenny Ryan,3000.0,3000.0,0.0,4000.0,3.0,10000.0,17,17,False,5.0
11,20,2017-09-04,Paul Sinha,0.0,4000.0,3000.0,53000.0,3.0,60000.0,18,18,False,30.0
11,21,2017-09-05,Jenny Ryan,1000.0,7000.0,1000.0,0.0,3.0,9000.0,17,17,False,33.0
11,22,2018-01-23,Mark Labbett,0.0,6000.0,0.0,0.0,1.0,6000.0,20,20,False,15.0
11,23,2017-09-07,Shaun Wallace,7000.0,0.0,4000.0,0.0,2.0,11000.0,12,12,False,41.0
11,24,2017-09-08,Anne Hegerty,6000.0,0.0,0.0,5000.0,2.0,11000.0,16,16,False,18.0
11,25,2017-09-11,Anne Hegerty,2000.0,4000.0,3000.0,0.0,3.0,9000.0,17,17,False,14.0
11,26,2017-06-14,Mark Labbett,3000.0,10000.0,0.0,0.0,2.0,13000.0,14,14,False,37.0
11,27,2017-09-13,Shaun Wallace,0.0,0.0,0.0,0.0,0.0,0.0,11,11,False,31.0
11,28,2017-09-14,Paul Sinha,5000.0,0.0,1000.0,0.0,2.0,6000.0,18,18,False,33.0
11,29,2018-01-15,Jenny Ryan,4000.0,2000.0,9000.0,8000.0,4.0,23000.0,22,22,False,13.0
11,30,2017-09-18,Mark Labbett,20000.0,0.0,0.0,5000.0,2.0,25000.0,16,16,False,42.0
11,31,2017-09-19,Shaun Wallace,0.0,0.0,6000.0,0.0,1.0,6000.0,13,8,True,0.0
11,32,2017-09-20,Jenny Ryan,0.0,3000.0,7000.0,2000.0,3.0,12000.0,12,12,False,46.0
11,33,2017-09-21,Anne Hegerty,0.0,2000.0,0.0,68000.0,2.0,70000.0,13,13,False,51.0
11,34,2017-09-22,Paul Sinha,5000.0,8000.0,6000.0,-1000.0,3.0,18000.0,17,17,False,32.0
11,35,2017-09-25,Paul Sinha,3000.0,5000.0,7000.0,6000.0,4.0,21000.0,20,14,True,0.0
11,36,2017-09-26,Shaun Wallace,8000.0,0.0,0.0,-1000.0,1.0,7000.0,12,12,False,21.0
11,37,2017-09-27,Mark Labbett,7000.0,8000.0,1000.0,4000.0,4.0,20000.0,18,18,False,28.0
11,38,2017-09-28,Jenny Ryan,7000.0,0.0,0.0,8000.0,2.0,15000.0,13,13,False,30.0
11,39,2018-01-31,Anne Hegerty,6000.0,7000.0,3000.0,5000.0,4.0,21000.0,17,15,True,0.0
11,40,2017-11-10,Jenny Ryan,3000.0,0.0,0.0,0.0,1.0,3000.0,10,10,False,51.0
11,41,2017-10-02,Anne Hegerty,3000.0,4000.0,1000.0,0.0,3.0,8000.0,18,18,False,31.0
11,42,2017-10-04,Shaun Wallace,6000.0,6000.0,0.0,3000.0,3.0,15000.0,19,19,False,11.0
11,43,2017-10-05,Paul Sinha,6000.0,6000.0,0.0,5000.0,3.0,17000.0,23,18,True,0.0
11,44,2017-10-06,Mark Labbett,0.0,35000.0,0.0,6000.0,2.0,41000.0,16,16,False,3.0
11,45,2017-10-09,Mark Labbett,5000.0,0.0,2000.0,6000.0,3.0,13000.0,18,18,False,27.0
11,46,2017-10-10,Jenny Ryan,3000.0,4000.0,4000.0,5000.0,4.0,16000.0,20,18,True,0.0
11,47,2017-10-11,Paul Sinha,6000.0,0.0,5000.0,0.0,2.0,11000.0,17,17,False,21.0
11,48,2017-10-12,Anne Hegerty,5000.0,3000.0,40000.0,5000.0,4.0,53000.0,19,19,False,4.0
11,49,2017-10-13,Shaun Wallace,0.0,6000.0,0.0,0.0,1.0,6000.0,11,11,False,5.0
11,50,2017-10-16,Jenny Ryan,6000.0,7000.0,1000.0,4000.0,4.0,18000.0,19,19,False,13.0
11,51,2017-10-17,Mark Labbett,0.0,0.0,6000.0,0.0,1.0,6000.0,14,14,False,28.0
11,52,2017-10-18,Shaun Wallace,5000.0,200.0,0.0,5000.0,3.0,10200.0,16,10,True,0.0
11,53,2017-10-19,Paul Sinha,24000.0,5000.0,0.0,-5000.0,2.0,24000.0,20,20,False,28.0
11,54,2017-10-20,Anne Hegerty,6000.0,6000.0,0.0,6000.0,3.0,18000.0,20,20,False,30.0
11,55,2017-10-23,Anne Hegerty,0.0,0.0,0.0,0.0,0.0,0.0,17,17,False,12.0
11,56,2017-10-25,Mark Labbett,4000.0,5000.0,9000.0,-2000.0,3.0,16000.0,20,19,True,0.0
11,57,2017-10-26,Paul Sinha,4000.0,0.0,0.0,5000.0,2.0,9000.0,16,16,False,23.0
11,58,2017-10-27,Jenny Ryan,9000.0,5000.0,7000.0,0.0,3.0,21000.0,19,19,False,18.0
11,59,2017-10-30,Anne Hegerty,0.0,0.0,4000.0,7000.0,2.0,11000.0,16,12,True,0.0
11,60,2017-10-31,Jenny Ryan,6000.0,3000.0,50000.0,0.0,3.0,59000.0,19,19,False,15.0
11,61,2017-11-01,Mark Labbett,0.0,7000.0,5000.0,6000.0,3.0,18000.0,18,18,False,19.0
11,62,2017-11-02,Paul Sinha,0.0,0.0,4000.0,0.0,1.0,4000.0,7,7,False,83.0
11,63,2017-11-03,Shaun Wallace,0.0,0.0,7000.0,1000.0,2.0,8000.0,13,13,False,53.0
11,64,2017-11-06,Shaun Wallace,0.0,3000.0,0.0,0.0,1.0,3000.0,15,15,False,26.0
11,65,2017-11-07,Anne Hegerty,9000.0,7000.0,3000.0,6000.0,4.0,25000.0,20,20,False,1.0
11,66,2017-11-08,Paul Sinha,0.0,4000.0,0.0,7000.0,2.0,11000.0,16,16,False,33.0
11,67,2017-11-09,Mark Labbett,2000.0,0.0,6000.0,0.0,2.0,8000.0,17,17,False,19.0
11,68,2017-10-03,Jenny Ryan,2000.0,4000.0,0.0,6000.0,3.0,12000.0,23,14,True,0.0
11,69,2017-11-13,Shaun Wallace,4000.0,0.0,5000.0,0.0,2.0,9000.0,12,12,False,48.0
11,70,2017-11-14,Paul Sinha,0.0,8000.0,3000.0,0.0,2.0,11000.0,15,15,False,26.0
11,71,2018-01-10,Jenny Ryan,3000.0,0.0,4000.0,3000.0,3.0,10000.0,15,15,False,35.0
11,72,2017-11-16,Shaun Wallace,7000.0,8000.0,4000.0,3000.0,4.0,22000.0,19,18,True,0.0
11,73,2017-11-17,Anne Hegerty,8000.0,0.0,0.0,5000.0,2.0,13000.0,16,16,False,26.0
11,74,2017-11-20,Jenny Ryan,5000.0,0.0,1000.0,0.0,2.0,6000.0,18,18,False,1.0
11,75,2017-11-21,Anne Hegerty,0.0,0.0,3000.0,5000.0,2.0,8000.0,12,12,False,58.0
11,76,2017-11-22,Paul Sinha,32000.0,5000.0,5000.0,8000.0,4.0,50000.0,23,20,True,0.0
11,77,2017-11-23,Shaun Wallace,3000.0,0.0,0.0,7000.0,2.0,10000.0,12,12,False,63.0
11,78,2014-02-14,Mark Labbett,5000.0,0.0,4000.0,0.0,2.0,9000.0,13,13,False,31.0
11,79,2017-11-27,Paul Sinha,7000.0,23000.0,5000.0,5000.0,4.0,40000.0,20,20,False,20.0
11,80,2017-11-28,Anne Hegerty,6000.0,5000.0,0.0,3000.0,3.0,14000.0,17,12,True,0.0
11,81,2017-11-29,Mark Labbett,0.0,3000.0,0.0,5000.0,2.0,8000.0,19,19,False,8.0
11,82,2017-11-30,Jenny Ryan,0.0,0.0,3000.0,0.0,1.0,3000.0,7,7,False,90.0
11,83,2017-12-01,Shaun Wallace,0.0,0.0,4000.0,0.0,1.0,4000.0,5,5,False,93.0
11,84,2017-12-07,Shaun Wallace,5000.0,0.0,0.0,1000.0,2.0,6000.0,15,15,False,42.0
11,85,2017-12-05,Paul Sinha,3000.0,0.0,6000.0,4000.0,3.0,13000.0,17,17,False,19.0
11,86,2017-12-06,Jenny Ryan,5000.0,0.0,4000.0,0.0,2.0,9000.0,11,11,False,39.0
11,87,2017-12-04,Anne Hegerty,7000.0,0.0,0.0,0.0,1.0,7000.0,14,14,False,20.0
11,88,2017-09-06,Mark Labbett,6000.0,5000.0,6000.0,0.0,3.0,17000.0,19,15,True,0.0
11,89,2017-12-14,Anne Hegerty,0.0,5000.0,0.0,0.0,1.0,5000.0,18,18,False,18.0
11,90,2017-12-12,Shaun Wallace,30000.0,2000.0,5000.0,0.0,3.0,37000.0,16,10,True,0.0
11,91,2017-12-13,Paul Sinha,6000.0,0.0,6000.0,0.0,2.0,12000.0,16,16,False,39.0
11,92,2017-12-11,Jenny Ryan,1000.0,4000.0,4000.0,4000.0,4.0,13000.0,21,21,False,14.0
11,93,2017-12-15,Mark Labbett,6000.0,0.0,6000.0,0.0,2.0,12000.0,18,18,False,26.0
11,94,2018-01-03,Mark Labbett,3000.0,5000.0,0.0,52000.0,3.0,60000.0,18,18,False,26.0
11,95,2018-01-02,Paul Sinha,5000.0,0.0,0.0,5000.0,2.0,10000.0,14,14,False,41.0
11,96,2018-04-10,Anne Hegerty,20000.0,0.0,0.0,-2000.0,1.0,18000.0,14,14,False,53.0
11,97,2018-01-04,Shaun Wallace,7000.0,5000.0,3000.0,0.0,3.0,15000.0,17,16,True,0.0
11,98,2018-01-05,Jenny Ryan,7000.0,6000.0,9000.0,0.0,3.0,22000.0,15,15,False,24.0
11,99,2018-01-08,Shaun Wallace,0.0,4000.0,6000.0,0.0,2.0,10000.0,13,13,False,40.0
11,100,2018-01-09,Anne Hegerty,6000.0,6000.0,0.0,0.0,2.0,12000.0,14,14,False,31.0
11,101,2017-11-15,Jenny Ryan,0.0,8000.0,3000.0,6000.0,3.0,17000.0,19,19,False,27.0
11,102,2018-01-11,Paul Sinha,8000.0,6000.0,5000.0,0.0,3.0,19000.0,20,19,True,0.0
11,103,2018-01-12,Mark Labbett,0.0,3000.0,4000.0,0.0,2.0,7000.0,12,12,False,62.0
11,104,2017-09-15,Jenny Ryan,6000.0,5000.0,6000.0,7000.0,4.0,24000.0,19,18,True,0.0
11,105,2018-01-16,Mark Labbett,0.0,0.0,7000.0,7000.0,2.0,14000.0,17,17,False,5.0
11,106,2018-01-17,Shaun Wallace,0.0,0.0,0.0,0.0,0.0,0.0,9,9,False,17.0
11,107,2018-01-18,Anne Hegerty,0.0,5000.0,6000.0,0.0,2.0,11000.0,15,14,True,0.0
11,108,2018-01-19,Paul Sinha,4000.0,0.0,3000.0,63000.0,3.0,70000.0,15,15,False,19.0
11,109,2018-01-22,Paul Sinha,7000.0,0.0,0.0,6000.0,2.0,13000.0,16,12,True,0.0
11,110,2017-12-08,Mark Labbett,5000.0,5000.0,0.0,65000.0,3.0,75000.0,17,13,True,0.0
11,111,2018-01-24,Shaun Wallace,6000.0,1000.0,4000.0,0.0,3.0,11000.0,12,12,False,17.0
11,112,2018-01-25,Jenny Ryan,5000.0,5000.0,5000.0,0.0,3.0,15000.0,13,13,False,46.0
11,113,2018-01-26,Anne Hegerty,7000.0,0.0,3000.0,0.0,2.0,10000.0,11,11,False,58.0
11,114,2017-12-18,Shaun Wallace,0.0,3000.0,0.0,0.0,1.0,3000.0,14,14,False,17.0
11,115,2017-12-19,Jenny Ryan,7000.0,6000.0,3000.0,84000.0,4.0,100000.0,24,24,False,14.0
11,116,2017-12-20,Paul Sinha,0.0,0.0,5000.0,5000.0,2.0,10000.0,16,16,False,15.0
11,117,2017-12-21,Mark Labbett,7000.0,7000.0,0.0,4000.0,3.0,18000.0,21,18,True,0.0
11,118,2017-12-22,Anne Hegerty,6000.0,0.0,3000.0,0.0,2.0,9000.0,16,16,False,15.0
11,119,2018-01-29,Jenny Ryan,0.0,0.0,0.0,0.0,0.0,0.0,13,13,False,60.0
11,120,2018-01-30,Paul Sinha,24000.0,36000.0,3000.0,5000.0,4.0,68000.0,20,20,False,7.0
11,121,2018-09-03,Anne Hegerty,7000.0,3000.0,4000.0,86000.0,4.0,100000.0,22,14,True,0.0
11,122,2018-02-01,Mark Labbett,7000.0,7000.0,0.0,0.0,2.0,14000.0,19,19,False,25.0
11,123,2018-02-02,Shaun Wallace,5000.0,4000.0,0.0,0.0,2.0,9000.0,11,11,False,27.0
11,124,2018-02-05,Anne Hegerty,3000.0,6000.0,0.0,0.0,2.0,9000.0,12,12,False,62.0
11,125,2018-02-06,Shaun Wallace,0.0,5000.0,3000.0,3000.0,3.0,11000.0,16,3,True,0.0
11,126,2018-02-07,Paul Sinha,0.0,4000.0,0.0,3000.0,2.0,7000.0,16,16,False,27.0
11,127,2018-02-08,Mark Labbett,0.0,0.0,0.0,101000.0,1.0,101000.0,9,9,False,75.0
11,128,2018-02-09,Jenny Ryan,0.0,5000.0,0.0,0.0,1.0,5000.0,11,11,False,8.0
11,129,2018-02-12,Shaun Wallace,5000.0,5000.0,0.0,0.0,2.0,10000.0,18,18,False,24.0
11,130,2018-02-13,Jenny Ryan,0.0,8000.0,3000.0,7000.0,3.0,18000.0,18,18,False,21.0
11,131,2018-02-14,Paul Sinha,5000.0,33000.0,0.0,0.0,2.0,38000.0,14,14,False,45.0
11,132,2018-02-15,Anne Hegerty,0.0,7000.0,6000.0,47000.0,3.0,60000.0,15,15,False,13.0
11,133,2018-02-16,Mark Labbett,0.0,0.0,0.0,5000.0,1.0,5000.0,17,15,True,0.0
11,134,2018-02-19,Shaun Wallace,0.0,35000.0,-2000.0,-3000.0,1.0,30000.0,19,19,False,1.0
11,135,2018-02-20,Jenny Ryan,5000.0,5000.0,0.0,0.0,2.0,10000.0,13,13,False,18.0
11,136,2018-02-21,Paul Sinha,5000.0,0.0,4000.0,3000.0,3.0,12000.0,12,12,False,38.0
11,137,2018-02-22,Anne Hegerty,7000.0,35999.0,0.0,0.0,2.0,42999.0,18,16,True,0.0
11,138,2018-02-23,Mark Labbett,0.0,40000.0,0.0,0.0,1.0,40000.0,19,19,False,13.0
11,139,2018-02-26,Shaun Wallace,5000.0,0.0,0.0,0.0,1.0,5000.0,15,11,True,0.0
11,140,2018-02-27,Mark Labbett,0.0,5000.0,0.0,4000.0,2.0,9000.0,17,17,False,20.0
11,141,2018-02-28,Anne Hegerty,0.0,8000.0,0.0,52000.0,2.0,60000.0,20,20,False,1.0
11,142,2018-03-01,Jenny Ryan,0.0,0.0,3000.0,5000.0,2.0,8000.0,16,16,False,16.0
11,143,2018-05-17,Paul Sinha,0.0,1000.0,6000.0,68000.0,3.0,75000.0,17,9,True,0.0
11,144,2018-03-05,Anne Hegerty,5000.0,0.0,0.0,0.0,1.0,5000.0,16,16,False,16.0
11,145,2018-03-06,Shaun Wallace,0.0,5000.0,0.0,3000.0,2.0,8000.0,18,14,True,0.0
2,1,2010-05-24,Shaun Wallace,9000.0,2000.0,0.0,5000.0,3.0,16000.0,19,19,False,17.0
2,2,2010-05-25,Mark Labbett,9000.0,9000.0,9000.0,1000.0,4.0,28000.0,23,23,False,10.0
2,3,2010-05-26,Mark Labbett,9000.0,0.0,9000.0,0.0,2.0,18000.0,14,14,False,35.0
2,4,2010-05-27,Shaun Wallace,4000.0,12000.0,2000.0,1000.0,4.0,19000.0,25,23,True,0.0
2,5,2010-05-28,Anne Hegerty,8000.0,0.0,7000.0,0.0,2.0,15000.0,21,21,False,22.0
2,6,2010-05-31,Mark Labbett,0.0,0.0,20000.0,500.0,2.0,20500.0,22,16,True,0.0
2,7,2010-06-01,Anne Hegerty,18000.0,6000.0,7000.0,0.0,3.0,31000.0,21,21,False,19.0
2,8,2010-06-02,Shaun Wallace,7000.0,8000.0,0.0,5000.0,3.0,20000.0,22,22,False,1.0
2,9,2010-06-03,Mark Labbett,5000.0,0.0,200.0,0.0,2.0,5200.0,14,14,False,33.0
2,10,2010-06-04,Anne Hegerty,5000.0,6000.0,7000.0,400.0,4.0,18400.0,21,17,True,0.0
2,11,2010-06-07,Shaun Wallace,7000.0,8000.0,0.0,7000.0,3.0,22000.0,14,14,False,30.0
2,12,2010-06-08,Mark Labbett,0.0,12000.0,10000.0,0.0,2.0,22000.0,26,26,False,3.0
2,13,2010-06-09,Anne Hegerty,0.0,5000.0,0.0,0.0,1.0,5000.0,8,8,False,87.0
2,14,2010-06-10,Mark Labbett,0.0,9000.0,5000.0,8000.0,3.0,22000.0,22,21,True,0.0
2,15,2010-06-11,Mark Labbett,4000.0,0.0,0.0,0.0,1.0,4000.0,15,15,False,56.0
2,16,2010-06-14,Shaun Wallace,7000.0,0.0,0.0,0.0,1.0,7000.0,16,16,False,37.0
2,17,2010-06-15,Mark Labbett,0.0,7000.0,7000.0,0.0,2.0,14000.0,23,23,False,9.0
2,18,2010-06-16,Anne Hegerty,0.0,24000.0,0.0,0.0,1.0,24000.0,18,18,False,38.0
2,19,2010-06-17,Mark Labbett,0.0,0.0,5000.0,11000.0,2.0,16000.0,28,27,True,0.0
2,20,2010-06-18,Shaun Wallace,6000.0,25000.0,7000.0,0.0,3.0,38000.0,14,14,False,41.0
2,21,2010-06-21,Anne Hegerty,6000.0,0.0,5000.0,5000.0,3.0,16000.0,18,18,False,28.0
2,22,2010-06-22,Mark Labbett,7000.0,7000.0,0.0,10000.0,3.0,24000.0,24,23,True,0.0
2,23,2010-06-23,Shaun Wallace,7000.0,0.0,0.0,0.0,1.0,7000.0,21,21,False,0.0
2,24,2010-06-24,Anne Hegerty,18000.0,8000.0,0.0,8000.0,3.0,34000.0,24,23,True,0.0
2,25,2010-06-25,Shaun Wallace,8000.0,1000.0,3000.0,8000.0,4.0,20000.0,23,23,False,22.0
2,26,2010-06-28,Shaun Wallace,0.0,8000.0,7000.0,0.0,2.0,15000.0,24,22,True,0.0
2,27,2010-07-07,Anne Hegerty,0.0,1000.0,30000.0,100.0,3.0,31100.0,16,16,False,29.0
2,28,2010-06-30,Mark Labbett,0.0,5000.0,1000.0,1000.0,3.0,7000.0,21,18,True,0.0
2,29,2010-07-01,Shaun Wallace,0.0,0.0,8000.0,800.0,2.0,8800.0,18,18,False,41.0
2,30,2010-07-02,Mark Labbett,5000.0,0.0,0.0,0.0,1.0,5000.0,15,15,False,56.0
2,31,2010-07-05,Anne Hegerty,5000.0,5000.0,2000.0,0.0,3.0,12000.0,18,18,False,12.0
2,32,2010-07-06,Mark Labbett,0.0,0.0,0.0,40000.0,1.0,40000.0,16,16,False,55.0
2,33,2010-07-19,Anne Hegerty,7000.0,0.0,0.0,0.0,1.0,7000.0,12,12,False,57.0
2,34,2010-07-08,Shaun Wallace,10000.0,4000.0,0.0,10000.0,3.0,24000.0,20,20,False,23.0
2,35,2010-07-09,Anne Hegerty,2000.0,0.0,0.0,38000.0,2.0,40000.0,24,19,True,0.0
2,36,2010-07-12,Shaun Wallace,0.0,8000.0,8000.0,4000.0,3.0,20000.0,22,22,False,8.0
2,37,2010-07-13,Mark Labbett,0.0,0.0,5000.0,1000.0,2.0,6000.0,16,16,False,44.0
2,38,2010-07-14,Anne Hegerty,0.0,5000.0,10000.0,5000.0,3.0,20000.0,20,20,False,15.0
2,39,2010-07-15,Shaun Wallace,1000.0,8000.0,8000.0,500.0,4.0,17500.0,21,21,False,12.0
2,40,2010-07-16,Mark Labbett,0.0,7000.0,8000.0,6000.0,3.0,21000.0,19,19,False,14.0
3,1,2011-03-01,Mark Labbett,5000.0,0.0,0.0,7000.0,2.0,12000.0,20,20,False,30.0
3,2,2011-04-01,Anne Hegerty,0.0,6000.0,6000.0,0.0,2.0,12000.0,21,21,False,32.0
3,3,2011-05-01,Shaun Wallace,0.0,3000.0,0.0,8000.0,2.0,11000.0,23,23,False,13.0
3,4,2011-06-01,Mark Labbett,7000.0,4000.0,8000.0,200.0,4.0,19200.0,24,23,True,0.0
3,5,2011-07-01,Anne Hegerty,0.0,0.0,0.0,0.0,0.0,4000.0,19,19,False,15.0
3,6,2011-10-01,Mark Labbett,5000.0,6000.0,0.0,6000.0,3.0,17000.0,21,21,False,20.0
3,7,2011-11-01,Shaun Wallace,0.0,0.0,0.0,25000.0,1.0,25000.0,19,19,False,13.0
3,8,2011-12-01,Anne Hegerty,4000.0,5000.0,0.0,4000.0,3.0,13000.0,15,15,False,41.0
3,9,2011-01-13,Mark Labbett,10000.0,11000.0,21000.0,0.0,3.0,42000.0,25,24,True,0.0
3,10,2011-01-14,Anne Hegerty,0.0,8000.0,0.0,0.0,1.0,8000.0,23,23,False,16.0
